Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,tenure,TotalCharges
0,67,1,1,2.03,1,245.4,89,75.3,7.41,7.5,55,4141.5
1,172,1,0,0,3,287.1,108,64,8.92,14.4,7,448
0,154,1,1,2.43,2,192.3,82,71.3,8.27,9,14,998.1999999999999
0,69,1,0,0.29,2,194.2,122,56.9,12.11,9.7,60,3414
0,123,1,0,0.15,3,211,92,56.5,10.85,9.8,58,3277
0,130,1,1,2.35,0,141.9,92,67.5,11.45,8.7,37,2497.5
0,142,1,1,1.59,2,220.5,94,73.9,11.98,5.9,8,591.2
0,29,1,0,0,1,157.4,122,40,7.25,9.3,31,1240
0,87,1,1,3.02,0,143.5,106,74.2,11.18,11.2,64,4748.8
0,149,1,0,0,0,156,56,32,2.8,8.9,3,96
0,146,0,0,0,2,160.1,63,45,10.42,9.2,25,1125
1,88,0,0,0,4,235.1,98,62,12.59,7.2,32,1984
1,119,0,1,2.35,5,160,95,69.5,10.48,8.7,61,4239.5
0,48,1,0,0,1,188.4,63,47,8.3,13.2,12,564
0,135,1,0,0,1,194.8,97,54,11.77,11,19,1026
0,100,1,0,0,1,247.8,117,54,6.5,6.9,13,702
0,98,1,0,0,4,221.2,80,56,10.68,11.9,16,896
0,75,1,1,3.62,2,118.5,86,75.2,10.7,13.4,5,376
0,180,1,1,2.05,1,231.8,78,80.5,11.65,7.6,51,4105.5
0,100,1,1,3.13,1,215.9,90,90.3,12.9,11.6,8,722.4
0,119,1,1,2.16,2,217.1,92,77.6,11.04,8,12,931.1999999999999
0,86,1,0,0,0,83.5,96,33,11.06,12.6,66,2178
0,155,1,1,1.38,1,183.3,106,62.8,10.26,5.1,15,942
1,78,0,0,0,1,236.8,141,63,13.27,9.5,23,1449
0,153,1,0,0,1,193.8,90,50,9.77,8.5,63,3150
0,92,1,1,2.62,0,134,112,67.2,10.3,9.7,65,4368
0,13,1,1,3.05,2,176.6,65,75.5,8.64,11.3,61,4605.5
0,154,1,0,0,3,191.4,93,50,10.27,10.2,2,100
0,144,0,1,3.46,0,174.8,127,83.6,10.98,12.8,35,2926
0,48,1,0,0.2,1,275.2,67,65,9.01,7.9,65,4225
0,94,1,0,0,1,174,85,51,12.06,7.9,70,3570
0,139,1,0,0,1,165,132,50,12.49,12.6,63,3150
0,126,1,0,0,1,228.7,102,54,8.44,11.8,3,162
0,122,1,0,0.29,2,107.9,88,41.9,11.79,9.5,33,1382.7
0,139,1,0,0,1,221.3,140,52,7.89,11.3,37,1924
0,95,1,0,0,3,141.1,84,42,10.57,5.9,12,504
0,80,1,1,2.89,4,166.4,92,77.9,11.92,10.7,70,5453
0,131,1,1,2.05,3,249.6,87,82.5,11.36,7.6,6,495
0,36,1,0,0,1,178.6,83,49,10.66,10.9,55,2695
0,180,1,0,0,2,139,96,43,11.25,15.7,26,1118
0,25,1,0,0,2,134.3,98,41,10.12,12.6,34,1394
0,113,1,0,0,3,215.9,93,58,12.01,4.9,49,2842
0,88,1,1,3.08,1,181.6,91,79.8,10.66,11.4,62,4947.5999999999995
0,120,1,0,0,1,178.4,97,45,8.42,9.3,67,3015
0,74,1,0,0,1,106.4,84,31,7.01,11.4,35,1085
0,109,1,0,0,2,170.7,101,50,12.01,11.4,17,850
0,162,1,1,3.32,0,184.5,139,80.2,9.16,12.3,36,2887.2000000000003
0,124,1,1,2.4,1,161.2,109,69,10.21,8.9,65,4485
0,177,1,0,0.27,2,84.9,77,39.7,12.88,7.5,18,714.6
0,91,1,0,0,1,217.9,71,57,11.51,10.6,66,3762
1,105,1,0,0,0,270.9,98,66,11.31,8.8,64,4224
1,24,1,0,0.23,0,243,91,59.3,9.2,15.3,59,3498.7
0,48,1,0,0,0,128.2,71,26,2.41,8.9,71,1846
0,86,1,0,0,2,126.3,115,36,8.44,9.8,57,2052
0,163,1,0,0.35,4,178.7,56,52.5,10.79,10.6,66,3465
0,91,1,0,0.3,0,159,109,52,12.76,10.1,35,1820
0,56,1,0,0,3,150.9,79,40,8.09,11.7,70,2800
0,147,0,1,2.19,3,219.9,118,77.9,10.43,8.1,9,701.1
0,64,1,0,0.43,2,168,116,49.3,9.62,10.1,3,147.89999999999998
1,108,1,1,2.59,4,162.1,83,68.9,8.59,9.6,32,2204.8
0,159,1,0,0.29,5,198.8,107,53.9,9.78,16.5,34,1832.6
0,136,0,0,0,3,256.8,90,64,11.51,9.1,58,3712
0,116,1,1,2.97,1,182.8,122,79.7,10.64,11,44,3506.8
0,45,1,1,2.08,1,196.8,92,76.8,12.71,7.7,44,3379.2
0,122,1,0,0.23,2,140.1,120,46.3,11.57,11.2,42,1944.6
0,138,1,0,0,5,194.3,83,50,9.5,9,68,3400
0,132,1,0,0,1,117.6,66,39,10.7,8.8,23,897
0,101,0,0,0.38,0,193.7,108,52.8,9.33,11.6,27,1425.6
0,58,1,0,0.29,2,243.1,105,63.9,11.57,7.8,21,1341.8999999999999
0,81,1,0,0,1,145.4,132,36,6.47,5.2,67,2412
0,87,1,0,0,3,169.1,105,44,8.5,9.9,26,1144
0,116,1,0,0,2,229.3,93,55,9.23,8.8,12,660
0,85,0,0,0.38,4,197.2,97,55.8,10.59,8.3,19,1060.2
1,62,1,1,3,2,186.4,84,79,10.05,11.1,49,3871
0,90,1,0,0,0,76.1,121,38,14.52,10.8,46,1748
0,98,1,0,0,2,162.8,65,44,9.25,6,40,1760
0,73,1,0,0,1,182.3,115,48,9.96,18,6,288
0,107,0,0,0,2,194.4,83,55,12.39,11.2,33,1815
0,55,1,1,3.38,2,189.3,95,76.8,5.93,12.5,39,2995.2
0,76,1,1,2.57,3,160.1,107,67.7,8.44,9.5,30,2031
0,30,1,0,0,3,145,76,46,12.04,7.1,5,230
0,157,1,0,0,4,220.7,105,48,5.97,11.5,49,2352
1,40,1,1,2.03,1,224.7,69,70.3,6.73,7.5,29,2038.6999999999998
0,72,1,0,0.28,1,147,79,41.8,8.12,10.5,51,2131.7999999999997
0,95,1,1,2.73,1,260.8,130,90.3,10.67,10.1,70,6321
0,42,1,0,0,0,155.4,127,41,8.21,9,6,246
0,86,1,0,0.34,1,166.2,112,53.4,12.77,5.4,19,1014.6
0,131,1,0,0.33,0,211.8,115,62.3,13.03,10.8,57,3551.1
1,55,1,1,2.97,4,130.5,114,69.7,10.42,11,42,2927.4
0,74,1,0,0,0,162.7,102,53,14.6,8.7,47,2491
0,81,0,1,2.13,1,237.1,76,84.3,13.21,7.9,2,168.6
0,81,1,0,0,4,166.2,102,47,10.88,13.2,27,1269
1,28,1,0,0,6,121.7,48,32,6.29,8.3,68,2176
0,111,1,0,0,0,176.4,62,48,10.05,11.2,40,1920
0,3,1,1,3.08,2,67.4,116,63.8,12.2,11.4,58,3700.3999999999996
1,51,1,0,0,1,229.7,129,68,16.8,9.6,37,2516
0,68,1,1,3.97,1,176,118,93.7,13.9,14.7,16,1499.2
1,163,1,0,0.35,0,247.7,77,69.5,13.48,9.6,2,139
0,87,1,0,0.36,2,115.4,90,45.6,13.13,13.1,37,1687.2
1,58,1,0,0,0,112.2,95,37,10.48,13.9,19,703
0,109,1,0,0.27,0,162.6,138,43.7,7.7,11.5,42,1835.4
0,111,1,0,0,4,229.4,107,58,10.71,10.4,28,1624
0,144,1,0,0,2,139.6,96,35,6.21,15,5,175
1,135,1,0,0,5,263.8,66,67,12.57,8.4,13,871
0,109,1,1,2.43,4,217.5,123,81.3,11.69,9,16,1300.8
0,107,1,1,2.03,1,114.3,132,57.3,9.99,7.5,61,3495.2999999999997
0,149,1,0,0,2,196.3,108,45,6.84,7.7,36,1620
0,56,1,0,0.3,1,253.2,95,63,9.4,4.4,36,2268
0,129,1,0,0.37,0,98,99,41.7,12.04,10.5,49,2043.3000000000002
0,92,1,0,0,0,249.4,118,61,10.58,9.1,1,61
0,67,1,1,3.92,1,129.6,107,81.2,11.65,14.5,68,5521.6
0,120,1,0,0,0,221.3,106,61,13.38,9.3,42,2562
0,166,1,0,0.39,1,220.7,106,56.9,8.89,12.4,34,1934.6
0,66,1,0,0.24,1,87.6,76,40.4,13.1,9.2,67,2706.7999999999997
0,76,1,0,0,0,203.6,61,49,8.09,8.4,20,980
0,79,1,0,0,2,213.6,110,57,11.75,8.8,20,1140
0,98,1,1,3.48,2,181.6,112,84.8,11.04,12.9,67,5681.5999999999995
0,141,1,1,2.11,1,215.4,123,86.1,16.44,7.8,48,4132.799999999999
1,49,1,0,0,2,266.3,90,63,10.39,14,64,4032
0,46,1,0,0.21,3,199.2,111,51.1,8.76,10.2,5,255.5
0,137,1,0,0.13,3,115,130,33.3,6.89,7.3,66,2197.7999999999997
1,171,1,0,0,1,270.5,69,66,11.5,9.6,7,462
0,10,1,0,0.42,1,222.2,127,55.2,7.66,12.9,23,1269.6000000000001
0,88,1,0,0,3,61.9,78,33,13.13,8.8,13,429
0,89,1,0,0,2,141.1,92,46,12.46,10.8,18,828
1,82,1,0,0,3,189.2,81,48,9.22,10.6,12,576
0,139,1,0,0,3,196,135,50,9.3,9.8,17,850
0,87,1,0,0,0,171.6,119,47,10.25,13.8,12,564
0,137,0,0,0.34,2,174,123,47.4,8.07,11.4,39,1848.6
1,45,1,0,0,1,78.6,106,30,9.37,7.4,66,1980
0,90,1,0,0,1,200.9,92,49,8.22,8.9,39,1911
0,103,1,0,0,1,141.3,123,46,12.68,6.4,14,644
0,100,1,0,0.21,2,235.8,130,58.1,8.8,7.3,17,987.7
0,110,1,0,0,3,185.1,100,46,8.26,6.3,45,2070
0,124,1,0,0,2,254.3,113,50,3.95,11.8,59,2950
0,10,1,0,0,2,183,103,50,10.74,8.7,64,3200
0,89,1,1,2.03,2,163.5,80,72.3,13.74,7.5,5,361.5
0,121,1,0,0.32,2,207.9,98,57.2,10.53,7.7,68,3889.6000000000004
0,101,1,0,0,3,248.6,102,58,8.75,6.1,7,406
0,103,1,1,3.92,2,185.4,105,88.2,9.88,14.5,31,2734.2000000000003
0,51,1,0,0,1,197.8,60,53,11.05,8.9,8,424
1,2,0,0,0.27,2,132.1,42,37.7,6.95,9.1,15,565.5
0,111,1,0,0,0,197.1,117,53,11.39,9.3,43,2279
0,118,1,0,0,2,154.6,112,42,9.21,12.6,22,924
1,17,1,1,2.7,6,153.1,115,69,9.3,10,52,3588
0,130,1,0,0,2,211.2,119,56,11.56,6.3,18,1008
1,193,1,0,0.29,2,96.8,92,31.9,7.13,10.9,44,1403.6
0,114,1,0,0.4,1,172,145,57,13.82,10.1,55,3135
0,137,1,0,0.29,2,141.1,91,39.9,7.36,8,3,119.69999999999999
0,185,1,1,3.73,2,151.1,121,84.3,12.24,13.8,62,5226.5999999999995
0,101,1,0,0,3,209.6,107,56,11.44,7.6,41,2296
0,95,1,1,2.84,3,247,109,81.4,6.28,10.5,27,2197.8
0,7,1,1,2.92,1,221.4,114,81.2,8.29,10.8,66,5359.2
1,126,1,0,0,1,321.3,99,69,8.4,8,27,1863
0,71,1,0,0,0,243.7,124,47,3,11.3,61,2867
0,124,1,0,0,3,251.5,85,61,10.71,11.1,70,4270
1,97,0,0,0.38,0,236.9,107,57.8,7.88,7.3,69,3988.2
0,28,1,0,0,2,159.7,79,46,10.84,9.3,31,1426
1,90,0,0,0,4,148.2,96,44,11.02,9.2,20,880
0,190,1,0,0,1,150.9,86,49,13.43,14.7,20,980
0,31,1,1,3.11,1,210.5,101,89.1,12.53,11.5,64,5702.4
0,52,1,1,1.11,2,170.9,71,58.1,10.07,4.1,70,4067
0,73,1,0,0,0,254.7,80,51,4.51,10.6,2,102
1,111,1,0,0,0,284.4,89,62,7.85,8.4,26,1612
1,98,1,0,0,4,0,0,14,7.98,6.8,67,938
1,106,0,0,0,1,133.7,45,39,9.39,10.7,16,624
0,111,1,0,0,0,224.9,117,55,9.6,10.3,58,3190
0,59,1,0,0.26,1,151.8,98,46.6,10.5,11.9,9,419.40000000000003
0,71,1,1,1.51,2,141.4,107,53.1,8.15,5.6,50,2655
1,55,1,0,0.4,0,285.7,124,73,11.55,14.8,71,5183
0,13,1,0,0,1,58.4,121,33,13.11,11.9,42,1386
0,136,1,1,3.54,0,90.4,105,68.4,10.07,13.1,12,820.8000000000001
0,123,1,0,0.24,0,114.4,91,40.4,10.83,11,24,969.5999999999999
0,105,1,0,0.26,2,147.7,103,47.6,11.14,12.8,46,2189.6
0,50,1,1,3.67,3,302.7,93,108.7,12.03,13.6,2,217.4
0,118,1,0,0,1,136.1,120,41,10.21,11.3,33,1353
0,97,1,0,0,3,169.7,84,43,8.3,12.8,14,602
0,51,1,0,0,0,227.2,89,56,9.72,14.9,45,2520
1,73,1,0,0,1,217.8,91,56,11.03,10.3,17,952
0,35,1,0,0.32,2,124.2,102,35.2,6.2,13.1,25,880.0000000000001
0,64,1,0,0,1,206.2,76,55,11.62,13.6,40,2200
0,63,1,0,0,3,132.9,122,29,3.35,9.9,28,812
0,117,1,1,2.08,3,104.9,115,59.8,11.88,7.7,12,717.5999999999999
1,115,1,0,0,1,245,97,63,12.54,13.7,46,2898
0,162,1,0,0,1,184.5,118,51,11.2,11.6,70,3570
0,89,1,0,0,3,89.5,66,31,8.97,12.3,2,62
0,94,0,0,0.28,1,235.6,131,59.8,9.74,8.6,23,1375.3999999999999
0,129,1,0,0,4,186,127,54,13.12,11.5,32,1728
0,86,1,0,0,1,223.9,75,52,7.79,7.3,41,2132
0,96,1,0,0,1,179.5,125,45,8.12,6.6,13,585
0,190,1,0,0,1,169.4,102,51,12.68,8.9,70,3570
0,80,1,0,0,1,118.1,90,33,7.22,8.2,65,2145
1,108,1,0,0,4,112,105,36,9.69,4.1,62,2232
0,97,1,1,2.3,0,168.4,129,71,11.3,8.5,8,568
0,84,1,1,3.05,0,214.3,112,83.5,9.41,11.3,43,3590.5
1,65,1,0,0,4,245.7,139,63,12.1,4.2,71,4473
0,131,1,1,3.62,1,156.6,134,69.2,3.55,13.4,15,1038
0,58,0,1,2.4,1,142.8,96,72,13.62,8.9,64,4608
0,36,1,0,0.29,3,202.4,115,57.9,11.54,10.2,9,521.1
0,54,1,0,0,1,116.8,119,31,6.16,12,53,1643
0,45,1,0,0.37,1,155.7,110,52.7,13.02,11,31,1633.7
0,125,1,1,2.46,2,236.1,107,89.6,14.46,9.1,57,5107.2
0,72,1,1,2.21,2,138.1,113,68.1,13.01,8.2,14,953.3999999999999
0,141,1,0,0.26,3,51.9,108,25.6,8.1,10.1,41,1049.6000000000001
0,113,1,0,0,0,81.3,116,33,11.03,8.9,43,1419
0,20,1,1,1.92,0,171.5,98,62.2,7.66,7.1,65,4043
0,212,1,0,0,1,126,96,34,7.22,7.6,72,2448
0,99,0,0,0,4,197.2,127,47,7.8,9.9,58,2726
0,94,1,0,0,1,194.1,62,53,11.36,15.3,44,2332
0,40,1,0,0,1,115.7,105,31,6.39,9.3,43,1333
0,86,1,1,2.27,3,157.2,118,66.7,9.82,8.4,2,133.4
1,101,1,0,0,3,269.7,85,64,10.38,4.5,67,4288
0,170,1,0,0.21,0,246.4,107,64.1,11.41,9.1,24,1538.3999999999999
0,105,1,0,0,1,227.4,121,62,13.43,13,15,930
0,103,1,0,0.33,0,189.8,110,46.3,5.78,12.2,9,416.7
0,140,0,1,3.11,4,188.9,124,77.1,8.05,11.5,52,4009.2
0,101,1,0,0.3,1,0,0,20,9.61,7.2,34,680
0,98,1,1,2.97,1,110.5,87,68.7,11.39,11,70,4809
0,104,1,0,0.33,4,167.6,116,51.3,10.96,11.7,58,2975.3999999999996
0,115,1,0,0,3,132,90,40,9.88,0,25,1000
0,112,1,0,0,0,167.8,88,50,12.4,11.9,69,3450
0,70,1,0,0,1,213.4,86,54,10.24,5.7,27,1458
0,126,1,0,0,0,175.4,120,39,4.92,10.6,55,2145
0,87,1,1,2.57,3,82.6,113,59.7,11.22,9.5,23,1373.1000000000001
1,125,1,0,0,4,143.2,80,32,4.41,8.8,20,640
0,86,1,0,0,1,125.5,139,45,13.49,8.9,9,405
1,73,1,1,3.19,6,82.3,105,67.9,12.81,11.8,11,746.9000000000001
0,232,1,0,0.14,1,165.6,104,46.4,9.8,11.8,63,2923.2
0,1,1,1,2.27,0,183.1,95,73.7,11.63,8.4,55,4053.5
0,133,1,0,0,1,162.1,91,46,10.61,12.2,67,3082
0,103,1,0,0,1,166.6,84,45,9.62,7.7,32,1440
0,131,1,1,2.54,1,135.9,60,68.4,11.66,9.4,9,615.6
0,95,1,1,2.65,0,165.7,78,73.5,10.78,9.8,11,808.5
0,182,1,0,0.35,1,176.1,90,48.5,8.75,9.7,34,1649
0,99,1,0,0,0,142.3,89,42,10.23,9.1,28,1176
0,27,1,0,0,3,177.6,121,56,14.84,7.6,23,1288
0,141,1,0,0.32,1,83.2,74,34.2,9.53,10.7,72,2462.4
0,29,0,1,1.54,2,235,101,71.4,9.17,5.7,3,214.20000000000002
0,65,1,0,0,2,105.7,95,31,7.09,6.6,15,465
1,81,0,0,0,3,149.4,68,41,8.6,17.9,63,2583
0,37,1,1,2.81,0,264.7,81,92.1,10.83,10.4,48,4420.799999999999
0,107,1,1,1.51,1,160.3,45,62.1,11.08,5.6,65,4036.5
0,127,0,1,2.81,1,95.9,117,58.1,7.98,10.4,59,3427.9
0,78,1,0,0.34,0,140.7,77,44.4,9.76,11.7,45,1998
0,55,1,0,0,2,119.7,148,41,11.59,4.6,12,492
0,86,1,1,2.65,2,99.9,84,66.5,13.18,9.8,47,3125.5
0,176,1,0,0,2,250.9,108,58,8.57,9.6,38,2204
0,96,0,0,0,2,200.6,117,59,14.48,11.2,17,1003
0,11,1,1,1.89,1,209.8,130,71.9,9.83,7,48,3451.2000000000003
0,48,1,1,2.05,1,198,70,77.5,13.69,7.6,3,232.5
0,127,1,0,0,1,239.8,107,52,6.45,11.3,32,1664
0,63,1,0,0.27,0,164.5,75,43.7,7.4,11.2,39,1704.3000000000002
0,79,1,0,0,1,220.9,107,54,9.61,12.2,63,3402
0,47,1,1,3.56,2,112.8,150,75.6,12.2,13.2,2,151.2
1,89,0,1,3,0,112.6,114,72,13.09,11.1,7,504
0,83,1,1,2.92,1,226.4,117,88.2,11.74,10.8,25,2205
0,126,0,1,2.62,4,244.9,118,87.2,10.98,9.7,63,5493.6
0,60,1,0,0.27,2,203.2,99,57.7,11.79,15.1,59,3404.3
0,122,1,0,0,0,136.7,115,44,12.16,8.6,72,3168
0,136,1,0,0,1,152.6,97,44,10.45,5,18,792
0,172,1,1,2.38,1,274.9,102,86.8,9.33,8.8,7,607.6
1,102,1,0,0,1,195.7,116,52,10.46,8.3,55,2860
0,113,0,0,0.31,1,204.3,82,54.1,9.44,9.2,20,1082
0,79,1,0,0,3,222.3,99,51,7.31,8.9,10,510
0,55,1,1,2.62,1,222.5,104,79.2,8.58,9.7,32,2534.4
0,111,1,1,2.78,2,128.8,104,63.8,7.87,10.3,47,2998.6
0,160,1,0,0.31,0,174.3,105,48.1,8.57,8.3,31,1491.1000000000001
0,110,1,0,0,4,242.5,110,56,8.12,7.8,28,1568
0,192,1,0,0,4,221.6,101,62,14.26,12.7,47,2914
0,93,1,0,0,0,114.3,100,39,11.06,10.9,61,2379
0,101,1,1,2.57,2,219.7,137,79.7,9.34,9.5,47,3745.9
0,77,1,0,0,2,144.9,136,38,7.57,12.3,42,1596
0,105,1,1,2.19,2,236.5,111,72.9,5.85,8.1,61,4446.9000000000005
1,133,1,1,3.81,2,174,80,86.1,10.47,14.1,38,3271.7999999999997
0,131,1,0,0,1,109.5,95,47,16.61,6.6,70,3290
0,106,1,1,2.67,1,81.6,120,60.7,11.78,9.9,7,424.90000000000003
0,118,1,0,0,1,133.4,113,33,6.05,5.9,68,2244
0,125,1,0,0,1,137.1,94,42,10.49,8.6,53,2226
0,95,1,0,0,0,197,88,50,9.52,16.1,64,3200
0,80,1,0,0,3,198.1,160,47,7.84,9.3,33,1551
0,145,1,0,0.32,0,39.5,78,33.2,13.22,10,26,863.2
0,37,1,0,0,2,199.5,107,52,10.38,8.1,67,3484
0,87,1,0,0,1,156.8,93,45,10.79,7.6,29,1305
0,69,1,0,0,3,183.4,85,52,11.88,9,34,1768
0,83,1,0,0,1,132.4,120,33,6.08,8.6,25,825
0,195,1,0,0,0,63.2,108,30,11.01,5.1,4,120
1,67,0,1,4.56,0,181.1,59,95.6,10.8,16.9,59,5640.4
0,75,1,1,1.13,3,117.5,102,49.3,10.34,4.2,53,2612.8999999999996
0,123,1,1,4.05,0,218.7,79,92.5,8.17,15,66,6105
0,41,1,1,1.59,1,207.3,95,62.9,6.87,5.9,44,2767.6
0,75,1,0,0,0,150.6,99,52,15.08,8.1,44,2288
1,76,0,0,0.3,1,273.3,66,72,13.18,12,10,720
0,86,0,0,0,1,266.1,120,61,9.1,10.3,28,1708
0,140,1,0,0.38,0,112.8,89,36.8,7.84,16.3,24,883.1999999999999
0,70,1,0,0,3,104.7,112,25,4.11,15.8,64,1600
0,121,1,1,1.59,0,193.8,62,65.9,9.88,5.9,11,724.9000000000001
0,112,1,0,0,1,168.6,102,54,14.9,9.8,71,3834
0,118,1,0,0,2,253.2,122,61,10.05,9.7,35,2135
0,66,1,1,2.4,1,174.7,92,74,11.61,8.9,22,1628
0,78,1,0,0.35,0,87,102,35.5,9.68,11,72,2556
0,129,1,1,4,2,204.5,79,87,6.64,14.8,61,5307
0,6,1,0,0,3,226.5,93,52,7.61,9.4,25,1300
0,107,0,0,0.29,1,234.1,91,56.9,8.16,10,7,398.3
1,107,0,0,0,3,133.3,106,39,9.15,12.9,19,741
0,138,1,0,0.27,1,133.9,87,39.7,8.32,15.4,51,2024.7
0,103,1,0,0,0,160.2,104,40,6.95,9.7,23,920
0,116,1,1,3,0,230.6,94,89,11.21,11.1,65,5785
0,189,1,0,0,2,227.4,84,54,8.8,6.3,52,2808
0,161,1,0,0,2,72.8,120,36,13.36,11.8,18,648
0,1,1,0,0.25,1,196.1,107,61.5,14.83,7,32,1968
0,89,1,0,0,1,197.1,110,48,8.3,12.8,61,2928
0,64,1,0,0,1,219.6,126,64,15.17,9.7,71,4544
1,126,1,1,3.46,4,153.4,90,73.6,7.57,12.8,1,73.6
0,129,1,0,0,2,216,85,53,9.35,4.9,35,1855
0,128,1,1,2.92,0,222.9,136,90.2,13.1,10.8,4,360.8
0,81,1,1,3.16,3,115.9,120,71.6,11.83,11.7,29,2076.3999999999996
0,114,1,0,0,1,189.8,101,45,7.39,10.6,29,1305
0,50,1,0,0,0,154.7,102,52,14.9,11.1,4,208
0,86,1,0,0,3,136.4,104,41,10.13,11.5,6,246
0,96,1,0,0,1,170.5,86,53,13.88,12.2,71,3763
0,72,1,0,0.27,0,272.4,88,58.7,5.4,12.7,34,1995.8000000000002
0,64,1,1,1.59,8,210,116,71.9,11.64,5.9,24,1725.6000000000001
0,57,0,1,3.29,2,236.5,94,87.9,8.16,12.2,30,2637
0,65,1,0,0,2,153.9,117,45,11.01,8.5,36,1620
0,163,1,0,0,1,223,120,58,11.35,8.8,14,812
0,136,1,0,0.36,2,252.4,74,61.6,8.4,10.7,13,800.8000000000001
0,116,1,0,0,1,197.9,84,48,8.41,12,57,2736
0,93,1,0,0.17,3,152.4,74,51.7,13.73,6.6,69,3567.3
0,142,1,1,2.48,3,237.4,105,80.8,8.8,9.2,71,5736.8
0,92,1,0,0,1,265.6,82,61,9.04,8.6,61,3721
0,70,1,0,0,1,197.3,91,60,15.29,6.7,43,2580
0,22,1,1,1.13,1,199.1,100,64.3,11.09,4.2,41,2636.2999999999997
0,37,1,0,0,2,233.7,114,58,10.4,12,27,1566
0,51,1,0,0,1,183.1,99,45,8.01,7,21,945
0,174,1,0,0.22,2,139.4,96,38.2,7.17,10,44,1680.8000000000002
1,68,1,0,0.21,1,213.9,112,61.1,13.03,8.4,4,244.4
0,130,1,0,0,1,207.1,70,53,10.01,12.4,2,106
0,104,1,0,0,2,139.7,78,41,10.13,11.3,20,820
0,134,1,0,0.35,2,177.2,91,53.5,11.44,8.9,48,2568
0,108,1,1,2.57,2,169.8,136,69.7,8.69,9.5,49,3415.3
0,103,1,0,0,3,173.5,83,51,12.22,9.7,18,918
0,62,1,0,0.29,1,159.9,100,44.9,8.61,5.6,24,1077.6
0,162,1,0,0.28,2,115.1,89,39.8,9.84,11.4,27,1074.6
0,93,1,1,3.38,2,136.8,113,72.8,8.98,12.5,41,2984.7999999999997
0,42,1,0,0,1,92.2,108,34,10.56,13.1,46,1564
0,155,1,1,3.62,2,243.9,112,89.2,6.65,13.4,2,178.4
0,36,1,0,0,0,117.1,94,40,11.77,9,29,1160
1,143,1,0,0,0,223.3,99,53,8.36,4.5,23,1219
0,197,1,0,0.24,3,154.8,111,43.4,8.58,10.6,12,520.8
1,81,1,0,0,1,261.4,141,63,10.79,8,45,2835
1,138,0,0,0,4,46.5,104,24,9.3,9.6,26,624
1,103,1,1,3.11,0,149.9,84,72.1,8.55,11.5,28,2018.7999999999997
1,127,0,0,0,2,242.2,102,61,11.31,13.9,33,2013
1,136,1,0,0.31,1,259.4,99,62.1,8.64,10.7,72,4471.2
0,99,1,0,0.33,2,222.4,102,57.3,9.29,12,72,4125.5999999999995
0,95,1,0,0,0,69.4,79,29,9.54,8.9,32,928
1,118,0,1,3,4,156.5,122,75,10.46,11.1,23,1725
1,113,1,0,0,5,61.2,111,19,4.62,13.7,43,817
0,128,0,0,0,0,245.2,112,51,5.08,10.7,3,153
0,117,1,0,0,3,102.3,100,29,6.76,15.7,14,406
0,48,1,1,2.05,3,230.9,92,74.5,8.38,7.6,65,4842.5
0,81,0,0,0.25,0,227.4,105,59.5,10.58,11.9,29,1725.5
0,57,1,0,0.19,1,192.8,68,48.9,7.9,12.7,23,1124.7
0,140,1,0,0.26,1,162.6,98,48.6,10.31,8.2,41,1992.6000000000001
0,107,1,1,2.97,2,219.4,92,82.7,9.03,11,39,3225.3
0,56,1,0,0,1,137.2,111,38,8.3,14.3,33,1254
0,159,1,0,0,1,87.7,103,39,13.91,10.5,23,897
0,102,1,0,0.33,1,271.1,80,64.3,8.6,10.3,55,3536.5
0,107,1,0,0,1,103.4,94,34,9.47,14.4,65,2210
0,106,1,0,0.24,2,52.2,106,30.4,11.01,11.4,14,425.59999999999997
1,225,1,0,0.3,0,165.4,106,55,13.69,8.7,65,3575
0,75,1,0,0,2,147.5,110,42,9.59,16.4,70,2940
0,86,1,0,0,0,217.8,93,56,10.74,11.3,12,672
0,169,1,0,0,1,235.7,79,52,6.85,13.3,45,2340
0,122,1,1,2.32,2,204.5,92,70.2,6.98,8.6,29,2035.8000000000002
0,106,1,0,0,0,178.4,143,52,12.35,9.6,12,624
0,52,1,1,3.65,2,130.1,68,80.5,12.36,13.5,23,1851.5
0,79,1,1,4,2,103.7,100,78,11.82,14.8,45,3510
0,135,1,0,0.17,2,239.9,91,57.7,8.86,5.9,46,2654.2000000000003
0,70,1,0,0,0,148.4,110,48,13.36,8.9,32,1536
0,80,1,0,0,2,148.6,106,44,10.54,10,22,968
0,37,1,0,0,0,191.1,69,44,6.46,12.9,50,2200
0,161,1,1,1.97,1,218.5,76,66.7,5.64,7.3,57,3801.9
0,137,1,0,0.36,1,97.5,95,37.6,9.79,0,60,2256
0,123,1,0,0,0,128.7,126,32,5.88,10.8,72,2304
0,80,1,1,2.57,2,236.6,69,83.7,9.88,9.5,39,3264.3
0,94,1,0,0,0,85.9,113,34,11.34,15.6,35,1190
0,105,1,1,3.08,1,141.2,96,69.8,8.39,11.4,60,4188
0,73,1,1,3.11,0,194.4,104,80.1,8.8,11.5,34,2723.3999999999996
0,112,1,0,0,2,167.6,100,42,7.73,17.3,54,2268
0,179,1,0,0.32,1,234.5,134,57.2,8.21,6.1,35,2002
